,website,in_sfdc
22071,creparmor.com,False
22072,katiebourneinteriors.com,False
22073,katyrosebennett.com,False
22074,kawaiies.com,False
22075,kawaiimoristore.com,False
22076,kayak-kit.com,False
22077,kdsketchure.com,False
22078,keeome.com,False
22079,supercarownerscircle.com,False
22080,superduperdecor.com,False
22081,superfastgifts.com,True
22082,superfatlacesandsocks.com,False
22083,superfood-world.com,False
22084,superfoodies.com,False
22085,supermegafans.com,False
22086,supersavingsshop.com,False
22087,supertie.com,True
22088,supertogether.com,False
22089,supertuffmenus.com,False
22090,supremebeing.com,True
22091,sure-sleep.com,False
22092,surefirewood.com,False
22093,surfratz.com,False
22094,surfroam.com,False
22095,surreycookieco.com,False
22096,surreyhillsdesigns.com,False
22097,susancarys.com,False
22098,susi-bellamy.com,False
22099,susieandtoto.com,False
22100,susiebabington.com,False
22101,susiewarner.com,False
22102,sussexhoodies.com,True
22103,sustainablehomeware.com,False
22104,sustainablespiritco.com,True
22105,suverain.com,False
22106,svpplystudios.com,False
22107,swaagy.com,False
22108,swagandsauce.com,False
22109,swalkfashion.com,False
22110,swannackmadeshop.com,False
22111,swannaybrewery.com,False
22112,sweateronline.com,False
22113,sweetfithome.com,False
22114,sweethomemake.com,False
22115,sweetlimeuk.com,True
22116,sweetpeaskidswear.com,False
22117,sweetprintslive.com,False
22118,sweetrobyns.com,False
22119,swiftyscooters.com,True
22120,swigflasks.com,True
22121,swimdressboutique.com,True
22122,swingoramic.com,False
22123,swishedinburgh.com,False
22124,swmarinestore.com,True
22125,swolepanda.com,True
22126,vapebunkeruk.com,False
22127,vapedistillery.com,False
22128,vapeliqs.com,False
22129,vapemeisteruk.com,False
22130,vapemyst.com,False
22131,vapeshackuk.com,False
22132,vapetyphoon.com,False
22133,vapevapecity.com,False
22134,vapingos.com,False
22135,vapolino.com,False
22136,vaponaire.com,False
22137,vaporshopdirectdistro.com,False
22138,varamis.com,False
22139,varanaworld.com,True
22140,varatiaga.com,False
22141,varietysilkhouse.com,True
22142,variousoffer.com,False
22143,vassilisa.com,False
22144,vatryna.com,False
22145,vault-x.com,False
22146,vavasour.com,False
22147,vbjewellerydesign.com,True
22148,vbylauravann.com,False
22149,vbypalm.com,False
22150,veauxs.com,False
22151,veetee.com,False
22152,veganhorizon.com,False
22153,vegathletics.com,False
22154,vegtoyourdoor.com,False
22155,veiledrebel.com,False
22156,vellva.com,False
22157,veloaid.com,False
22158,velvetprints.com,True
22159,vemacity.com,False
22160,vendingsupermarket.com,False
22161,ventz-range.com,False
22162,lucia-hall.com,True
22163,luciditycomplex.com,False
22164,lucidoboutique.com,False
22165,luckinchic.com,True
22166,luckycompetition.com,False
22167,luckygecko.com,True
22168,luckysevencaps.com,True
22169,lucychoilondon.com,True
22170,lucyengels.com,False
22171,lucylovesthis.com,True
22172,lucymaylingerie.com,False
22173,lucynagle.com,False
22174,lucyshandpickedhome.com,False
22175,lucysimmons.com,False
22176,lucysymonsjewellery.com,False
22177,ludus-apparel.com,False
22178,luggagex.com,False
22179,lukeirwin.com,True
22180,lukze.com,True
22181,lulagreen.com,False
22182,lulaproducts.com,False
22183,lullaa.com,False
22184,lullabylanebabyshop.com,True
22185,lulu-style.com,False
22186,luluandboo.com,False
22187,luluandnat.com,True
22188,luluvibrant.com,False
22189,lumeilondon.com,True
22190,lumie.com,False
22191,luminarybakery.com,False
22192,lumisonlighting.com,False
22193,lunaandme.com,True
22194,lunabride.com,False
22195,lunaecoffee.com,True
22196,lunarartefacts.com,False
22197,lunaroceans.com,True
22198,lunasessentials.com,False
22199,lupetechnology.com,False
22200,lurril.com,False
22201,lussobabies.com,False
22202,lussoed.com,False
22203,lussotan.com,True
22204,lustytone.com,False
22205,luuova.com,False
22206,luxdmx.com,False
22207,luxe39.com,False
22208,luxegiftstore.com,True
22209,luxelondonclothing.com,True
22210,luxenailkits.com,False
22211,luxerosa.com,False
22212,luxeroseslondon.com,False
22213,luxettelingerie.com,False
22214,luxeviva.com,False
22215,luxewhiteningstrips.com,False
22216,luxluxltd.com,False
22217,luxolashes.com,False
22218,luxomob.com,False
22219,luxskinclean.com,False
22220,luxtralondon.com,True
22221,luxumob.com,False
22222,luxuriousdecorations.com,False
22223,luxurylightingboutique.com,True
22224,luxurypromise.com,True
22225,luxurywatchrepairs.com,True
22226,lwibo.com,False
22227,lyfewatches.com,True
22228,lyl-store.com,False
22229,lymeterrace.com,True
22230,lyndseyharrisonacademy.com,True
22231,lyricalcoffeeco.com,False
22232,lyselia.com,False
22233,lysien.com,False
22234,lysleather.com,False
22235,ramendayo.com,False
22236,randomnumbergiveaways.com,False
22237,randycow.com,False
22238,raniska.com,True
22239,rapidbeard.com,False
22240,rapportlondon.com,True
22241,rapscallionsoda.com,False
22242,rareandfair.com,False
22243,rarebirdlondon.com,False
22244,rareteacompany.com,True
22245,raspberryblossom.com,True
22246,rathbornes1488.com,False
22247,ratherpeachy.com,True
22248,raudor.com,False
22249,ravelloluggage.com,False
22250,rawartisanhoney.com,False
22251,rawbeautylab.com,True
22252,rawgaiabyjessica.com,False
22253,rawluxedesign.com,False
22254,raxane.com,False
22255,raxcollection.com,False
22256,ray-skincare.com,False
22257,raymondevisonclematis.com,True
22258,raynrose.com,False
22259,rbmcstore.com,True
22260,rbonline.com,False
22261,rcleansing.com,False
22262,rcodevelopers.com,False
22263,rnrtradelink.com,False
22264,q-luxe.com,True
22265,queenofspecs.com,False
22266,queensacademylondon.com,True
22267,quenevibes.com,False
22268,quest88.com,False
22269,questioneverythinglondon.com,False
22270,quimee-shop.com,False
22271,quinnandpip.com,False
22272,quintapupusas.com,True
22273,quirkhub.com,True
22274,quirkii.com,False
22275,quirkoo.com,False
22276,quistel.com,False
22277,quistelpetcare.com,False
22278,w1clondon.com,True
22279,w8gym.com,True
22280,waafashion.com,True
22281,wackaespresso.com,False
22282,wagonukstore.com,False
22283,waikikibottle.com,True
22284,wakimaki.com,False
22285,walcothouse.com,False
22286,walcottgreen.com,False
22287,walcotts-footwear.com,True
22288,waldenperfumes.com,True
22289,walesarchery.com,False
22290,walkindaword.com,False
22291,walkinwardrobeonline.com,False
22292,walklondonshoes.com,True
22293,walktallbaby.com,True
22294,wallace1948.com,False
22295,wallaroofoods.com,True
22296,wallbeds-direct.com,False
22297,wallsofwisdomuk.com,False
22298,wallstreetyachtclub.com,False
22299,walrusapparel.com,True
22300,waltsonstec.com,False
22301,wanderatic.com,False
22302,warblethewestend.com,False
22303,wardenscraftsandcreations.com,False
22304,wardrobebysimone.com,False
22305,waregadgets.com,False
22306,waringbrooke.com,True
22307,warioxpro.com,False
22308,warkoutboutique.com,False
22309,warmongerminiatures.com,False
22310,warpaintfigures.com,False
22311,warpaintformen.com,True
22312,warpandweftoldtown.com,True
22313,warploqueminiatures.com,False
22314,warriorprogramming.com,False
22315,warwicksbutchers.com,False
22316,wassen.com,False
22317,wastedheroes-shop.com,False
22318,wasululondon.com,False
22319,watch-d.com,False
22320,watchu.com,False
22321,watchworlduk.com,False
22322,waterpoloshop.com,False
22323,waterpulseflosser.com,False
22324,waterrescuesystems.com,False
22325,watlingstreetbeer.com,False
22326,watsonandwebb.com,True
22327,wavebrace.com,False
22328,wavespas.com,False
22329,waveygarms.com,True
22330,wbjamieson.com,False
22331,weafamily.com,True
22332,wealdenrehabshop.com,False
22333,wearebornandbred.com,True
22334,wearecanopy.com,False
22335,wearechasingthreads.com,True
22336,wearecow.com,True
22337,wearegoodinbread.com,False
22338,wearejoeandco.com,True
22339,wearekynd.com,True
22340,weareprescent.com,False
22341,wearesneak.com,True
22342,wearesoap.com,False
22343,wearesupergood.com,True
22344,wearetala.com,True
22345,wearewewear.com,True
22346,wearewild.com,False
22347,wearmeunder.com,False
22348,wearnextgen.com,True
22349,west-carolina.com,False
22350,west-coast-seoul.com,False
22351,westerdistillery.com,False
22352,westgate-london.com,False
22353,westiesshop.com,False
22354,westmarklondon.com,True
22355,westwellwines.com,True
22356,weukstore.com,False
22357,wewillsweat.com,False
22358,weyannis.com,False
22359,weydeli.com,False
22360,whaleofatimeclothing.com,False
22361,whamond.com,True
22362,wharfsidesupplies.com,False
22363,what-the-mask.com,False
22364,whatsonyourwall.com,True
22365,whatwewear.com,True
22366,whb2.com,False
22367,wheel-whores.com,False
22368,wheelandrock.com,False
22369,wheelygifts.com,False
22370,wherethepancakesare.com,False
22371,whippersnappersonline.com,True
22372,whiskishop.com,True
22373,whiskybusiness.com,False
22374,whiskymob.com,True
22375,whiskytastingcompany.com,False
22376,whisps.com,True
22377,whistlefish.com,True
22378,whitebeamshop.com,True
22379,whitebeamstudio.com,True
22380,whiteningskin4u.com,False
22381,whiterhinoukclothing.com,False
22382,whiterosetools.com,True
22383,whitetobrown.com,True
22384,whitneymarieuk.com,True
22385,whitneyskin.com,False
22386,whittakersgin.com,False
22387,wholefoodearth.com,True
22388,wholehempholistics.com,False
22389,wholesalehenry.com,False
22390,wholesomewolf.com,True
22391,whtshirtmakers.com,True
22392,whynotshoponline.com,True
22393,wickandtallow.com,True
22394,wickedgummyco.com,True
22395,wiffwaffdesigns.com,True
22396,wiikeep.com,False
22397,m-sportstore.com,False
22398,mountainlifehealth.com,False
22399,mountainlifeshilajit.com,False
22400,mountune52.com,True
22401,mountverdi.com,False
22402,mournetextiles.com,False
22403,mouthybymegan.com,False
22404,moveshootmove.com,False
22405,movingbeans.com,True
22406,moyouwholesale.com,False
22407,mr-masterclass.com,False
22408,mr-measure.com,False
22409,mr-start.com,True
22410,mrbeanscoffeeuk.com,True
22411,mrblackmans.com,True
22412,mrblancteeth.com,True
22413,mrdlondon.com,False
22414,mrmullans.com,False
22415,mrnicelondon.com,False
22416,mrphotogeniconline.com,False
22417,mrs-kim.com,False
22418,mrsalice.com,True
22419,mrsbalbirsingh.com,True
22420,mrshinch.com,False
22421,mrsmillerstockings.com,False
22422,mrsnuff.com,False
22423,mrthunders.com,False
22424,mrvanguard.com,False
22425,mrwolfkids.com,False
22426,mstylebrand.com,False
22427,mtecdynamics.com,False
22428,mtripgear.com,False
22429,mtzoom.com,False
22430,muckastudio.com,False
22431,mudfoods.com,True
22432,muditabracelets.com,False
22433,mudracollection.com,False
22434,muffinsisters.com,False
22435,mugba.com,False
22436,mughaltimepieces.com,False
22437,muglamania.com,False
22438,mugmade.com,False
22439,mugsnall.com,False
22440,mulacake.com,False
22441,multi-charge.com,False
22442,mum-hood.com,True
22443,mummik.com,False
22444,mummycooks.com,True
22445,munksandme.com,False
22446,murano-glass-sculptures.com,True
22447,muscle-gym.com,False
22448,muscleandstyle.com,False
22449,musclebullgym.com,True
22450,musclefitnation.com,False
22451,musclemassagerpro.com,False
22452,musclesquad.com,False
22453,museumcontext.com,False
22454,mustardvintage.com,False
22455,mustswag.com,False
22456,mutmarket.com,False
22457,muttermetalworks.com,False
22458,muttmotorcycles.com,True
22459,mwfashionunique.com,False
22460,mxpublishing.com,False
22461,my-hairsecret.com,False
22462,mybabiie.com,False
22463,mybabyedit.com,False
22464,mybabysnameis.com,False
22465,mybabystorelondon.com,False
22466,mybestescooter.com,False
22467,mybestscooter.com,False
22468,myblushboutiques.com,False
22469,myboobaby.com,False
22470,mybootyfit.com,False
22471,mymodcon.com,False
22472,mynaturalchoice.com,False
22473,myneobuys.com,False
22474,mypaintingbynumbers.com,False
22475,mypamperedpup.com,False
22476,mypetgiftbox.com,False
22477,myphotobackpack.com,False
22478,myposhshop.com,False
22479,myppeuk.com,False
22480,myraisintree.com,False
22481,myrecolour.com,False
22482,myseoulbox.com,False
22483,mysheeb.com,False
22484,myshopvn.com,False
22485,mysixnine.com,False
22486,mysportsandmore.com,False
22487,mystikzgaming.com,False
22488,mystylishbathroom.com,False
22489,mythaicurry.com,False
22490,mytopsquare.com,False
22491,mytrendglobal.com,False
22492,myuniformhub.com,True
22493,myurbanwardrobe.com,False
22494,myverdier.com,False
22495,mywardrobemistakes.com,False
22496,mywellab.com,False
22497,mywhitesecret.com,False
22498,mywraps.com,True
22499,myyogawheels.com,True
22500,crephut.com,False
22501,crillow.com,False
22502,crispinsshoes.com,True
22503,cristinagirl.com,False
22504,cristinasabaiduc.com,False
22505,crny.com,False
22506,crocatile.com,False
22507,crochie.com,True
22508,crochini.com,False
22509,crookandstaple.com,False
22510,croquetonline.com,False
22511,crossdressingcloset.com,False
22512,crosshatchclothing.com,True
22513,crosswordsite.com,False
22514,crownnorthampton.com,True
22515,crownsandhops.com,True
22516,crucialscooters.com,True
22517,cruftsofficialshop.com,True
22518,crukafe.com,True
22519,crumpetcashmere.com,False
22520,crush-foods.com,False
22521,crushnmix.com,True
22522,crypticbmx.com,False
22523,cryptowardrobe.com,False
22524,crystal-engravers.com,True
22525,crystal-iced.com,False
22526,crystal-smile.com,False
22527,crystalcandyofficial.com,False
22528,crystalcardkit.com,False
22529,crystalclearshop.com,False
22530,crystalella.com,False
22531,crystalgemsco.com,True
22532,crystalroseslondon.com,False
22533,csmcustom.com,True
22534,csmdoors.com,True
22535,csssalonsupplies.com,True
22536,cstquinton.com,True
22537,ctzncosmetics.com,True
22538,cuantivo.com,False
22539,cubandpudding.com,False
22540,cubedldn.com,False
22541,cucumberclothing.com,True
22542,cuddledry.com,True
22543,cultcreed.com,False
22544,cultrelevant.com,False
22545,cyclecrimeconference.com,False
22546,cyclingsavage.com,False
22547,cyclists.com,False
22548,cyclorise.com,True
22549,cylondonfashion.com,False
22550,cyrusclothing.com,False
22551,kabinshop.com,False
22552,kaesoni.com,False
22553,kahll.com,False
22554,kalakaarindiaa.com,False
22555,kaldicosmetics.com,False
22556,kalmarlifestyle.com,False
22557,kalmkoala.com,False
22558,kalopsiacollective.com,False
22559,kamalondon.com,False
22560,kanoaliving.com,False
22561,kanvascosmetics.com,False
22562,kanzankimonos.com,False
22563,karaama.com,False
22564,karenmabon.com,True
22565,karenspersonalisedgifts.com,False
22566,karibuwatches.com,False
22567,karinakesson.com,False
22568,kartiernord.com,False
22569,katchme.com,False
22570,kategarey.com,False
22571,katherinedanielscosmetics.com,True
22572,katiefforde.com,False
22573,katieskidsclothes.com,False
22574,katoomie.com,False
22575,keepiece.com,False
22576,kef-jewellery.com,False
22577,kellyrideout.com,False
22578,kenexproducts.com,False
22579,kenkopharma.com,False
22580,kennettonline.com,True
22581,kentepride.com,False
22582,kentvegbox.com,False
22583,kenzivolley.com,False
22584,kenzulatlas.com,False
22585,kepartshop.com,False
22586,kerastraight.com,True
22587,kerikit.com,True
22588,kernelandroast.com,False
22589,kestofood.com,False
22590,kewlittlepigs.com,False
22591,keyrevamp.com,False
22592,kgmcollective.com,False
22593,khairosbeauty.com,False
22594,khr-online.com,True
22595,khukhu.com,False
22596,kibblebakery.com,False
22597,kickinpowersports.com,False
22598,kidclo.com,False
22599,kidscampingstore.com,False
22600,kidscapes-wallstickers.com,True
22601,kidsofdada.com,False
22602,kidunk.com,False
22603,kidzemporium.com,False
22604,kiikii.com,False
22605,kikabeauty.com,False
22606,kikiara.com,False
22607,kikivoltaire.com,False
22608,kikokostadinov.com,False
22609,kilberrybagpipes.com,True
22610,kilgour.com,False
22611,kiloapparel.com,False
22612,kilooscarofficial.com,False
22613,kiltfit.com,False
22614,kilubukila.com,False
22615,kimhaskinsart.com,False
22616,kimladesigns.com,False
22617,kin-nutrition.com,False
22618,kinderwilder.com,False
22619,kindlivingsupermarket.com,False
22620,kindredfires.com,False
22621,kingjediah.com,False
22622,kingofshaves.com,False
22623,kingofthepond.com,False
22624,kingsbabyshop.com,True
22625,kingshilljewellery.com,False
22626,kingstonartandpublishing.com,False
22627,kingswayhallclassics.com,False
22628,kingzeurope.com,True
22629,kinkyfrobotanicals.com,True
22630,kinkyoctopus.com,True
22631,kinn-living.com,False
22632,kintsugiclothing.com,True
22633,vendorways.com,False
22634,venusiandawn.com,False
22635,venusvinyl.com,False
22636,verafclothing.com,False
22637,verityskincare.com,False
22638,verrykerry.com,True
22639,versaforma.com,True
22640,versonaturals.com,False
22641,vertexlondon.com,False
22642,vesgantti.com,False
22643,viaggigroup.com,False
22644,vibecentre.com,False
22645,vibetime.com,False
22646,vibewind.com,False
22647,vibrantbodymind.com,False
22648,vicarious-shop.com,False
22649,vice-press.com,False
22650,vicecobeauty.com,False
22651,vicitempus.com,False
22652,vickisarge.com,True
22653,victorandleap.com,False
22654,victoriaeggs.com,True
22655,victoriaragna.com,False
22656,victoriavonstein.com,False
22657,victoriawalkerboutique.com,True
22658,victorusbeauty.com,False
22659,vicuna-london.com,False
22660,vidaecoshop.com,False
22661,videdesign.com,False
22662,video125.com,True
22663,videogames90s.com,False
22664,videogametrophies.com,False
22665,vikingforgenutrition.com,True
22666,vikiswim.com,False
22667,viktrifashion.com,False
22668,vilburylondon.com,False
22669,villageleathers.com,False
22670,villancher.com,False
22671,vilskincare.com,False
22672,vilwellness.com,False
22673,vimwim.com,False
22674,vintageandfloral.com,False
22675,rdcustombikes.com,False
22676,re-flection.com,False
22677,readysetsaves.com,False
22678,readzonebooks.com,False
22679,realalt.com,False
22680,realbadassdesign.com,False
22681,realdogcomfort.com,False
22682,realinebeauty.com,True
22683,realpowerofone.com,False
22684,realprodiscounts.com,False
22685,rebeccarhoades.com,True
22686,rebeccasaixhome.com,False
22687,rebeccaudall.com,False
22688,rebelheat.com,False
22689,rebitraders.com,False
22690,reborndollshops.com,False
22691,rebornppe.com,False
22692,recaptured.com,False
22693,recklessdoll.com,True
22694,recognisedstore.com,True
22695,recoilkneepads.com,True
22696,record-roots.com,True
22697,recordculture.com,True
22698,recoverycase.com,False
22699,recoveryroombodycare.com,False
22700,redboxcoffee.com,False
22701,redboxvape.com,True
22702,redcarpetfx.com,True
22703,redcoatapparel.com,True
22704,redfootshoes.com,False
22705,redlinehydraulics.com,False
22706,redliquids.com,False
22707,redmayne1860.com,False
22708,redplanetmusicbooks.com,True
22709,redrosesnacks.com,True
22710,redteds.com,False
22711,redtorpedo.com,False
22712,regentiv.com,True
22713,regentsounds.com,True
22714,regimentalshop.com,True
22715,reginaldwatchco.com,False
22716,reillycycleworks.com,False
22717,reillysons.com,True
22718,rejeandenim.com,False
22719,reyllen.com,False
22720,reylondon.com,False
22721,rhaikalondon.com,True
22722,rheinadler.com,False
22723,rhianjohn.com,True
22724,rhinestonehq.com,False
22725,rhinosteels.com,False
22726,rhinox-group.com,True
22727,rhodesskincare.com,True
22728,richardbrendon.com,False
22729,richardjamesfragrances.com,False
22730,richfashion.com,True
22731,richistyle.com,False
22732,richmondclassics.com,False
22733,richyhair.com,False
22734,rickstein.com,False
22735,ridgeskateboards.com,True
22736,ridingwithintent.com,True
22737,riflection.com,False
22738,riiroo.com,True
22739,rikkishop.com,False
22740,rileyboutique.com,False
22741,rimblades.com,True
22742,rimsavers.com,False
22743,rinmaks.com,False
22744,rinscoffee.com,True
22745,rionatreacy.com,False
22746,riotsquadeliquid.com,True
22747,ripplshop.com,False
22748,riptperformance.com,False
22749,riskracingeurope.com,True
22750,ritanotiara.com,True
22751,ritaqualis.com,False
22752,riversidedentalspa.com,False
22753,rivkajacobs-millinery.com,False
22754,rivrjewellery.com,True
22755,riyka.com,True
22756,rizabeauty.com,True
22757,rizadiamond.com,False
22758,rizboardshorts.com,True
22759,rlynedition.com,False
22760,road-knights.com,True
22761,roadscents.com,True
22762,robertchristopherleather.com,False
22763,robertpharrell.com,False
22764,robertsonfineart.com,True
22765,robes4you.com,True
22766,robinsonsofbawtry.com,False
22767,roborfitness.com,False
22768,rockamilly.com,True
22769,rockandrawjewellery.com,True
22770,rockcrwler.com,False
22771,rocke.com,False
22772,rocket88books.com,False
22773,rocketsandrascals.com,True
22774,rockholly.com,False
22775,rockitpoole.com,False
22776,rockjawaudio.com,False
22777,rocknromancevintage.com,True
22778,rockthejumpsuit.com,True
22779,rockwellpetspro.com,False
22780,rockygoods.com,False
22781,rockymountainuk.com,True
22782,roemenswear.com,False
22783,rogergaragecustombikes.com,False
22784,rogerleeart.com,False
22785,rogueandwolf.com,True
22786,roksanda.com,True
22787,rollasole.com,False
22788,rollerbarrier.com,False
22789,rollergirlpro.com,False
22790,rollingkonez.com,False
22791,rollsupreme.com,False
22792,romypets.com,True
22793,rootsfruitsflowershop.com,False
22794,rootstoconnection.com,False
22795,ros-shiers.com,False
22796,rosaandbo.com,False
22797,rosafabulosa.com,False
22798,rosannalonsdale.com,False
22799,roscomar.com,True
22800,rose-and-rose.com,True
22801,roseclothingldn.com,True
22802,rosefulbright.com,True
22803,roselandfurniture.com,True
22804,rosemorris.com,False
22805,rosenoirclothing.com,False
22806,rosieandjava.com,False
22807,rosiefortescuejewellery.com,False
22808,rosieonfire.com,True
22809,rosierobins.com,True
22810,rositabonita.com,False
22811,rosslyncoffee.com,False
22812,rosslynnorth.com,False
22813,rostanvo.com,False
22814,rotarad.com,True
22815,rotatenorth.com,False
22816,rotechmachines.com,False
22817,rotherwoodfurniture.com,False
22818,roughmotionwear.com,False
22819,roundhillroastery.com,False
22820,rowlandhealthstore.com,False
22821,roxannefirst.com,True
22822,roxellashop.com,False
22823,royalita.com,False
22824,royalracing.com,False
22825,rozaful.com,False
22826,rpmalloys.com,False
22827,rrbphotobooks.com,True
22828,rrressential.com,False
22829,rsg-ontop.com,False
22830,wikiforshop.com,False
22831,wikkieslegprotectors.com,True
22832,wilbelly.com,False
22833,wilburandgussie.com,False
22834,wild-swans.com,True
22835,wildatheart.com,True
22836,wildflower-group.com,False
22837,wildplanetproducts.com,False
22838,wimbledoncufflinks.com,True
22839,wimhype.com,False
22840,wind-logger.com,False
22841,windlogger.com,True
22842,windridgeandyoung.com,False
22843,windrushbay.com,True
22844,wineandgreene.com,True
22845,winesourcestore.com,False
22846,winetradersshop.com,False
22847,winetreasury.com,False
22848,winiexpress.com,False
22849,winkdeluxe.com,False
22850,winkfitnesswear.com,True
22851,wirecase3d.com,False
22852,wiredproductions.com,True
22853,wisdomemporium.com,False
22854,wiserpet.com,False
22855,wiseunity.com,False
22856,witchyhq.com,False
22857,withlovefrom.com,False
22858,withnothingunderneath.com,False
22859,witteringsurfshop.com,False
22860,wittydittydesigns.com,False
22861,wizhez.com,True
22862,wlkie.com,False
22863,wod-squad.com,False
22864,wodable.com,False
22865,woden.com,False
22866,wodequipped.com,False
22867,woisse.com,False
22868,worboysshirts.com,False
22869,workshopgymnasium.com,False
22870,wovina.com,False
22871,wowbaonails.com,False
22872,wowkanda.com,False
22873,wowooo.com,True
22874,wowsentio.com,False
22875,wowshopperz.com,False
22876,wpmkoreacare.com,False
22877,wpshandrails.com,False
22878,wraptious.com,False
22879,wremedies.com,False
22880,wrencashmere.com,False
22881,wrightbower.com,False
22882,wristbandmarket.com,False
22883,wulffdendeli.com,False
22884,wycameras.com,True
22885,wyckoffsmith.com,False
22886,wyecliffe.com,True
22887,wyldegreenuk.com,False
22888,wyldhome.com,False
22889,wyliesoutdoorworld.com,False
22890,wyllis.com,False
22891,wyndley.com,False
22892,wyndymilla.com,False
22893,wynwoodjewellery.com,False
22894,wyvernwax.com,False
22895,x-zony.com,True
22896,x3uk.com,False
22897,xanderandbow.com,False
22898,xarrago.com,False
22899,xcatsx.com,False
22900,xecoclothing.com,False
22901,xenoly.com,False
22902,xenonsonline.com,True
22903,xhotgadgets.com,False
22904,xmascount.com,False
22905,xmasgiftsinspo.com,False
22906,xn--mc7a.com,False
22907,xn--perse-esa.com,False
22908,xn8sports.com,False
22909,xoldn.com,False
22910,xrockergaming.com,False
22911,xrockeruk.com,False
22912,xsicute.com,False
22913,xsonly.com,False
22914,xterrace.com,True
22915,xtravogue.com,False
22916,xtrdealz.com,False
22917,xvstripes.com,False
22918,xxvilondon.com,False
22919,xycoins.com,False
22920,xzenda.com,False
22921,y3k.com,False
22922,yacuty.com,False
22923,yaeapparel.com,False
22924,yagoeco.com,True
22925,yakobeauty.com,False
22926,yakwax.com,True
22927,yalajewellery.com,False
22928,yamoapowder.com,True
22929,yanneo.com,False
22930,yardsmen.com,True
22931,yarnhide.com,False
22932,yarnworx.com,False
22933,yasmineverley.com,False
22934,yassinemouritart.com,False
22935,yeardotclothing.com,True
22936,yellowskinz.com,False
22937,yenzsocks.com,False
22938,yesilovethisgame.com,False
22939,yesmarkt.com,False
22940,yesterhome.com,True
22941,yetiandthefox.com,True
22942,yinyangskincare.com,False
22943,yobail.com,False
22944,yogaclicks.com,False
22945,yogalinemats.com,False
22946,yogashopcenter.com,False
22947,yogasuits.com,False
22948,yogawillsavetheworld.com,True
22949,yogifootwear.com,True
22950,yojolimited.com,False
22951,yolc.com,False
22952,yonderliving.com,False
22953,yonderwheel.com,False
22954,yonigemstones.com,False
22955,yooga-pants.com,False
22956,yoomi.com,True
22957,yoppie.com,True
22958,yorkandvega.com,False
22959,yorkhouseonline.com,False
22960,yorkshirefabric.com,False
22961,yorkshiretrading.com,False
22962,yorkshirewaxco.com,False
22963,yosqi.com,False
22964,yosshicider.com,False
22965,yosuru.com,False
22966,youcanfolkit.com,False
22967,youdontwantthislife.com,True
22968,yougonatural.com,True
22969,youngfreshco.com,False
22970,youngldn.com,False
22971,youngsfarmproduce.com,False
22972,youniversinc.com,False
22973,youpickwemix.com,False
22974,youralcove.com,False
22975,yourcelebritymagazines.com,False
22976,youre-bike.com,False
22977,yourgifthorse.com,False
22978,yourheights.com,False
22979,yourlarder.com,False
22980,yourlittlemonkey.com,False
22981,yournewlifee.com,False
22982,yourpetltd.com,False
22983,yourzooki.com,False
22984,youshoppers.com,False
22985,youthclubarchive.com,False
22986,youthnaturelremedies.com,False
22987,youthontris.com,False
22988,yowfishing.com,False
22989,yrboxes.com,False
22990,ysmfashion.com,False
22991,yugospice.com,False
22992,yuminutrition.com,False
22993,yummikeys.com,False
22994,yumyumdirect.com,False
22995,yuniont.com,False
22996,yuparfums.com,False
22997,yuzefi.com,False
22998,yvonneellen.com,False
22999,yzill.com,False
23000,cupsmith.com,True
23001,curate-beauty.com,True
23002,curioustwist.com,False
23003,curiscope.com,True
23004,curlyhouse.com,False
23005,curranz.com,True
23006,currycartel.com,False
23007,cursedchildstore.com,True
23008,curtaincallhome.com,False
23009,curvaceousbeauties.com,True
23010,curvewow.com,True
23011,curvick.com,False
23012,curvy21.com,False
23013,cushlaw.com,True
23014,cushmasks.com,False
23015,custo-grows.com,False
23016,customcreationsuk.com,True
23017,customfeetinsoles.com,True
23018,customfitguards.com,False
23019,customgiftstudio.com,False
23020,customkit.com,False
23021,custommadedarts.com,False
23022,customrex.com,False
23023,cusustainablepractice.com,False
23024,cute-airpod-case.com,False
23025,cutecustomgift.com,False
23026,cutelily.com,False
23027,cuteplushiefriends.com,False
23028,cutiecoutureco.com,True
23029,cutielondon.com,False
23030,cutterandsquidge.com,False
23031,cutystore.com,False
23032,cv-nation.com,False
23033,cv22rugby.com,True
23034,cvtackleandbait.com,False
23035,cwcwatch.com,False
23036,cwretailsales.com,False
23037,cxl-lifestyle.com,False
23038,cxlondon.com,False
23039,newelitegym.com,False
23040,nextdaycosmetics.com,False
23041,ngngdesign.com,False
23042,nibsetc.com,False
23043,niccolo-p.com,True
23044,nicebnuz.com,False
23045,nichebazaarstudio.com,False
23046,nicholette-a.com,True
23047,nicktentis.com,False
23048,nickynackynoo.com,False
23049,nicocept.com,False
23050,nicofresh.com,False
23051,nicolasalexanderswimwear.com,False
23052,nicolataylorphotographer.com,False
23053,nicolefarhi.com,True
23054,nicolephillips.com,False
23055,nicolsonkiltmakers.com,True
23056,niftygate.com,False
23057,niftyorganizer.com,False
23058,nigelclare.com,False
23059,nightfoxstore.com,False
23060,nightowlsexpress.com,False
23061,nighttimeholiday.com,False
23062,nightzookeeper.com,False
23063,niihaw.com,False
23064,nikeson.com,False
23065,nikifulton.com,True
23066,nikitabyniki.com,True
23067,nikkibradford.com,False
