,website,in_sfdc
7829,peculiarvintage.co.uk,True
7830,pecupboard.co.uk,True
7831,pedalpedlar.co.uk,True
7832,pedalsbikecare.co.uk,False
7833,pedigreeprints.co.uk,False
7834,pedisure.co.uk,False
7835,pedricks.co.uk,False
7836,peekboutique.co.uk,True
7837,peelablepainting.uk,False
7838,peevv.co.uk,False
7839,pegasiprint.co.uk,False
7840,pegasustelescopes.co.uk,False
7841,pekoetea.co.uk,True
7842,pelicobristol.co.uk,False
7843,pelikanpens.co.uk,True
7844,pembrokeshirecbd.co.uk,True
7845,penfax.co.uk,True
7846,penguinlover79.co.uk,False
7847,penmandirect.co.uk,True
7848,pennineteaandcoffee.co.uk,True
7849,pennykennedy.co.uk,False
7850,polambproducts.co.uk,True
7851,polarpost.co.uk,False
7852,politicalflops.co.uk,False
7853,polpo.co.uk,False
7854,polyannadesigns.co.uk,False
7855,ponsford.co.uk,True
7856,pontelo.co.uk,False
7857,pony-palace.co.uk,False
7858,poochiefashion.co.uk,False
7859,pookie-wookie.co.uk,False
7860,pooleharbour.co.uk,True
7861,poolepottery.co.uk,True
7862,popandted.co.uk,False
7863,popaudio.co.uk,False
7864,popbakery.co.uk,False
7865,popboom.uk,False
7866,popcloud.co.uk,False
7867,pophut.co.uk,False
7868,popincandy.co.uk,False
7869,popinculture.co.uk,False
7870,popinshopout.co.uk,False
7871,popinshops.co.uk,False
7872,poplin.co.uk,False
7873,popmyway.co.uk,False
7874,poppadot.co.uk,False
7875,poppletonsocial.co.uk,False
7876,poppyandduke.co.uk,False
7877,poppybelleflorals.co.uk,False
7878,poppybloom.co.uk,False
7879,poppyk.co.uk,True
7880,poppyposters.co.uk,False
7881,poppyscookshop.co.uk,False
7882,poppyscrafts.co.uk,False
7883,poppyspicnic.co.uk,True
7884,poppytreffry.co.uk,False
7885,popstencils.co.uk,False
7886,popsyandco.co.uk,False
7887,popup-cards.co.uk,False
7888,popupgifts.co.uk,False
7889,porcelaincollectionshop.co.uk,False
7890,porchpotty.co.uk,False
7891,porkypenguin.co.uk,False
7892,porkywhites.co.uk,True
7893,port-west.co.uk,False
7894,portableliving.co.uk,False
7895,portableprotection.co.uk,False
7896,portfoliotablet.co.uk,False
7897,portobellocashmere.co.uk,False
7898,portsmouthshop.co.uk,False
7899,posefit.co.uk,False
7900,poshburn.uk,False
7901,poshchalk.co.uk,False
7902,poshland.co.uk,True
7903,poshlivingbolton.co.uk,False
7904,poshpawzfashion.co.uk,False
7905,poshpoms.co.uk,False
7906,positivebabyandbeyond.co.uk,False
7907,positivesciencepeople.uk,False
7908,postabloom.co.uk,True
7909,postboxed.co.uk,True
7910,postcardshome.co.uk,False
7911,postedprotein.co.uk,True
7912,postees.co.uk,False
7913,posterbase.co.uk,False
7914,maisonrustique.co.uk,False
7915,makauri.co.uk,False
7916,makbedding.co.uk,False
7917,make-a-wish.org.uk,False
7918,makeitprint.co.uk,False
7919,makeitstudios.co.uk,True
7920,makemoresolutions.co.uk,False
7921,makeovergirl.co.uk,False
7922,makephotopuzzle.co.uk,False
7923,makethismine.co.uk,False
7924,makeupoffers.co.uk,False
7925,makeupprostore.co.uk,True
7926,makeupstorepro.uk,False
7927,makeyourownhappy.co.uk,False
7928,making-a-statement-jewellery.uk,False
7929,malaprayer.co.uk,False
7930,malavor.co.uk,False
7931,maldoncoffeecompany.co.uk,False
7932,malfordoflondon.co.uk,False
7933,malikonline.co.uk,False
7934,mallochs.co.uk,False
7935,malman.co.uk,False
7936,malpy.co.uk,False
7937,malston.co.uk,False
7938,malvagio.co.uk,False
7939,memery.co.uk,False
7940,memexclothing.co.uk,False
7941,memoraid.co.uk,False
7942,memoriesandphotos.co.uk,False
7943,memoryfineart.co.uk,True
7944,memorylanemedia.co.uk,False
7945,memorymaze.co.uk,False
7946,mend.co.uk,False
7947,menopausesupplements.co.uk,False
7948,menotti.co.uk,False
7949,mens-hair-clippers.co.uk,False
7950,mensfinest.co.uk,True
7951,menspire.co.uk,False
7952,menta.org.uk,False
7953,mentalhamster.co.uk,False
7954,mentalvodka.co.uk,False
7955,menuprintingdirect.co.uk,True
7956,menzoshop.co.uk,False
7957,menzsuits.co.uk,False
7958,meorganics.co.uk,False
7959,merai.co.uk,False
7960,merakandco.co.uk,False
7961,mercadostore.uk,False
7962,merchonline.co.uk,False
7963,merchwales.co.uk,False
7964,mercieruk.co.uk,True
7965,mercurygirl.co.uk,True
7966,meridianfoods.co.uk,False
7967,merinokids.co.uk,True
7968,mermadehair.co.uk,False
7969,mermaidplanet.co.uk,False
7970,meryamsbeauty.co.uk,False
7971,messyfaith.co.uk,False
7972,mestyle.co.uk,False
7973,meta-studio.co.uk,False
7974,metabodysupps.co.uk,False
7975,metageeks.co.uk,False
7976,metal-collective.co.uk,False
7977,metalbird.co.uk,False
7978,metalcagesandpallets.co.uk,True
7979,metalinbloom.co.uk,False
7980,metalinis.co.uk,False
7981,metalstrawco.co.uk,False
7982,metcheck.co.uk,True
7983,metene.uk,False
7984,meteori.co.uk,False
7985,meteormarket.uk,False
7986,meterboxes.co.uk,True
7987,metimepilates.co.uk,False
7988,metresdirect.co.uk,True
7989,metricfitness.co.uk,False
7990,metrocs.co.uk,False
7991,metronomyforever.co.uk,False
7992,metrotiles.co.uk,False
7993,mevenus.co.uk,False
7994,mexicanasilver.uk,False
7995,meyerandmarsh.co.uk,True
7996,mezzaninenatural.co.uk,False
7997,mfhperformance.co.uk,True
7998,mgskincare.co.uk,False
7999,mhulot.co.uk,True
8000,caracapsules.co.uk,False
8001,caragon.co.uk,True
8002,caramel-shop.co.uk,True
8003,caravancoffeeroasters.co.uk,False
8004,caravane.co.uk,False
8005,carbolts.co.uk,True
8006,carbonbaits.co.uk,False
8007,carbootliners.co.uk,False
8008,carbuyingguru.co.uk,True
8009,carbzone.co.uk,False
8010,carcareconnoisseurs.co.uk,False
8011,carcleaning-uk.co.uk,False
8012,carcologne.co.uk,False
8013,carcreditsolutions.co.uk,False
8014,cardboardmagic.co.uk,False
8015,cardiffembroidery.co.uk,False
8016,cardiffsportsnutrition.co.uk,True
8017,cardno.co.uk,False
8018,cardology.co.uk,True
8019,cards-againstdisney.co.uk,False
8020,cards4all.co.uk,False
8021,cardsbyalex.co.uk,False
8022,cardsmadewise.co.uk,False
8023,care-mart.co.uk,False
8024,carefundraisingsupplies.co.uk,False
8025,carenhancementsuk.co.uk,False
8026,carestreamshop.co.uk,False
8027,carfume.co.uk,False
8028,cariki.co.uk,False
8029,carmats.co.uk,False
8030,carobethany.co.uk,False
8031,carolineashwood.co.uk,False
8032,carolinerandell.co.uk,True
8033,carolynannejewellery.co.uk,False
8034,carpet-underlay-shop.co.uk,False
8035,carrfarmgardencentre.co.uk,False
8036,carrieelizabeth.co.uk,True
8037,carriercompany.co.uk,True
8038,carrottopsgifts.co.uk,False
8039,carsafeltd.co.uk,False
8040,cartflex.co.uk,False
8041,cartocon.co.uk,True
8042,cartoonit.co.uk,False
8043,cartoonly.co.uk,False
8044,carve.org.uk,False
8045,carwhiff.co.uk,False
8046,casamaria.co.uk,False
8047,casamario.co.uk,False
8048,caseangels.co.uk,False
8049,casefit.co.uk,False
8050,casegenie.co.uk,False
8051,casegods.co.uk,False
8052,casekingz.co.uk,False
8053,casemonkey.co.uk,False
8054,caseworld.co.uk,False
8055,cashsnametapes.co.uk,False
8056,casiker.co.uk,False
8057,cassandrasabo.co.uk,False
8058,cassidyspharmacy.co.uk,False
8059,castlefacerecords.co.uk,False
8060,cheap-a4integratedlabels.co.uk,False
8061,cheap-outdoortoys.co.uk,False
8062,cheapantivirus.co.uk,False
8063,cheapbirdfoods.co.uk,False
8064,cheapfabrics.co.uk,False
8065,cheat-days.co.uk,False
8066,cheekfrills.co.uk,False
8067,cheekybabytees.co.uk,True
8068,cheekylittlesoles.co.uk,True
8069,cheekypenguin.co.uk,False
8070,cheerfulbuddha.co.uk,True
8071,cheerswinemerchants.co.uk,False
8072,cheesewedge.co.uk,False
8073,chefpantry.co.uk,False
8074,chefworks.co.uk,False
8075,chelmsfordflorist.co.uk,False
8076,chelseabeautique.co.uk,True
8077,chelseaclip.co.uk,False
8078,chelsearoses.co.uk,False
8079,chelseystone.co.uk,False
8080,cheltenhamrarebooks.co.uk,True
8081,chenevixjewellery.co.uk,True
8082,chenille-boutique.co.uk,True
8083,chepstowbooks.co.uk,True
8084,cherchbi.co.uk,True
8085,cherida.co.uk,False
8086,cherishhome.co.uk,False
8087,cherishlewis.co.uk,False
8088,cherriful.co.uk,False
8089,cherryblossom.co.uk,False
8090,cherrycases.co.uk,False
8091,cherrydiva.co.uk,True
8092,cherrylingerie.co.uk,False
8093,cherrypic.co.uk,False
8094,cherrypickedhampers.co.uk,True
8095,cherrytreepreserves.co.uk,True
8096,cherryukclothing.co.uk,False
8097,chescadirect.co.uk,True
8098,cheshirebrewhouse.co.uk,True
8099,cheshiredetailingsupplies.co.uk,False
8100,cheshirestonecompany.co.uk,False
8101,cheshiretea.co.uk,True
8102,chesterfields.co.uk,True
8103,cheyiz.co.uk,True
8104,chhpetstore.co.uk,False
8105,chiacharge.co.uk,True
8106,chic-petit.co.uk,False
8107,chic4chic.co.uk,False
8108,chicchic.co.uk,False
8109,chicdesigns.co.uk,False
8110,chichappens.co.uk,False
8111,chicindy.co.uk,False
8112,chicofgainsborough.co.uk,False
8113,childledplay.co.uk,False
8114,childrensbookoutlet.co.uk,True
8115,chill-cabinet.co.uk,True
8116,chillingwine.co.uk,False
8117,chillwines.co.uk,False
8118,chineselaundryclothing.co.uk,False
8119,chinnydipper.co.uk,False
8120,chippcoffee.co.uk,False
8121,chiptuning.co.uk,False
8122,chiquefashion.co.uk,True
8123,chirpnation.co.uk,False
8124,chiswickgiftco.co.uk,False
8125,chithelabel.co.uk,False
8126,chivalrycoins.co.uk,False
8127,snuffstore.co.uk,False
8128,snugdem-boogums.co.uk,False
8129,snughoodie.co.uk,False
8130,snugsocks.co.uk,False
8131,snuttsewing.co.uk,True
8132,snuzi.co.uk,False
8133,soapboxx.co.uk,False
8134,soapdaze.co.uk,True
8135,soapnuts.co.uk,False
8136,soapybits.co.uk,False
8137,sobersauce.co.uk,False
8138,sobx.co.uk,False
8139,socameras.co.uk,False
8140,soccer-triads.co.uk,False
8141,soccerband.co.uk,False
8142,socerti.co.uk,False
8143,sochsoch.co.uk,False
8144,socialdistancingsolutions.co.uk,False
8145,socialgrowthengine.co.uk,False
8146,societenoir.co.uk,False
8147,society52.co.uk,False
8148,societysport.co.uk,False
8149,socket-store.co.uk,False
8150,socketandswitch.co.uk,False
8151,sockgeeks.co.uk,False
8152,socklife.co.uk,True
8153,sockmine.co.uk,False
8154,socksmith.co.uk,False
8155,sockstreet.co.uk,False
8156,sockvault.co.uk,True
8157,soclose.co.uk,False
8158,sodah.co.uk,False
8159,sodaproperty.co.uk,False
8160,sodastream.co.uk,True
8161,sodishy.co.uk,False
8162,soeasyseasonings.co.uk,False
8163,soessential.co.uk,False
8164,sofas24.co.uk,True
8165,sofasdirect.co.uk,False
8166,sofiasattic.co.uk,False
8167,softkeys.uk,False
8168,softkittyclothing.co.uk,False
8169,softwashing.uk,True
8170,softwashtechnology.co.uk,False
8171,sogoo.co.uk,False
8172,sohenna.co.uk,False
8173,sohosoaps.co.uk,True
8174,sohoteacompany.co.uk,True
8175,sohotrightnow.co.uk,False
8176,sojournonline.co.uk,False
8177,sokollab.co.uk,True
8178,sokz.co.uk,False
8179,solai.uk,False
8180,solobridal.co.uk,False
8181,sololab.uk,False
8182,solotica-official.co.uk,False
8183,sophie-maydesigns.co.uk,False
8184,sophieshop.co.uk,False
8185,sp-connect.co.uk,False
8186,sportnetting.co.uk,True
8187,sportsflooring.co.uk,False
8188,spray-ground.co.uk,False
8189,sprayground.uk,True
8190,spraytanpro.co.uk,True
8191,spring-blossom.co.uk,False
8192,springerinteriors.co.uk,False
8193,springhills.co.uk,False
8194,sprout.co.uk,True
8195,spvlights.co.uk,False
8196,spywinesandspirits.co.uk,False
8197,squadid.co.uk,False
8198,squareflower.co.uk,False
8199,squareoneinteriors.co.uk,False
8200,squarerepair.co.uk,False
8201,squeezegear.co.uk,False
8202,squidlingtoys.co.uk,False
8203,squiffyprint.co.uk,True
8204,squishbeans.co.uk,False
8205,squishcontainers.co.uk,False
8206,squishysaurus.co.uk,False
8207,squush.co.uk,False
8208,ssargento.co.uk,True
8209,sshirts.co.uk,False
8210,ssimarine.co.uk,False
8211,sssportsupplies.co.uk,False
8212,ssukdirect.co.uk,False
8213,stafco.co.uk,True
8214,staffbadgesdirect.co.uk,False
8215,staffordshiregin.co.uk,False
8216,stagandbruce.co.uk,False
8217,stagbakeries.co.uk,False
8218,stagdesign.co.uk,False
8219,stageniuscosmetics.co.uk,False
8220,stagmotorcycles.co.uk,False
8221,stainless-direct.co.uk,False
8222,stainlesssteeldirect.co.uk,False
8223,standbychef.co.uk,True
8224,standoutdancewear.co.uk,True
8225,stanleybarker.co.uk,False
8226,starandbean.co.uk,False
8227,starchild.co.uk,False
8228,stardustofficial.co.uk,False
8229,starlover.co.uk,False
8230,starsandsnuggles.co.uk,True
8231,starsandstones.co.uk,False
8232,startbaynotebooks.co.uk,False
8233,starterblacklabel.co.uk,False
8234,staryeyed.co.uk,False
8235,stationery-geek.co.uk,False
8236,stationerycloset.co.uk,False
8237,stationeryplace.co.uk,False
8238,statusmugs.co.uk,False
8239,stayhomesavelives.org.uk,False
8240,stayhomestayclean.co.uk,False
8241,stayinshapes.co.uk,False
8242,stayrudeapparel.co.uk,False
8243,leessapaints.co.uk,False
8244,leftfieldkombucha.co.uk,True
8245,leftfordeadshop.co.uk,False
8246,legacyheadsets.co.uk,True
8247,legacysportswear.co.uk,False
8248,legalizelabel.co.uk,False
8249,legendsfootballshirts.co.uk,False
8250,leggains.co.uk,False
8251,legittech.co.uk,False
8252,legoland.co.uk,False
8253,lei-moir.co.uk,False
8254,leicesterridersfoundation.co.uk,True
8255,leighonseabrewery.co.uk,False
8256,leightonbuzzardbrewing.co.uk,False
8257,leimoir.co.uk,False
8258,leisurebargains.co.uk,False
8259,leithandgray.co.uk,False
8260,lektowoodfuels.co.uk,False
8261,lemon-drizzle.co.uk,False
8262,lemonadeboutique.uk,False
8263,lemonlabels.co.uk,False
8264,lemy.uk,False
8265,lens123.co.uk,False
8266,lensball.co.uk,False
8267,lensballpro-ltd.co.uk,False
8268,lenscraft.co.uk,False
8269,lensee.co.uk,False
8270,lenskart.uk,False
8271,leofortis.co.uk,False
8272,leonardcoombe.co.uk,True
8273,lilbitstoys.co.uk,False
8274,limbkeepers.co.uk,False
8275,limecross.co.uk,True
8276,limesinteriors.co.uk,True
8277,limited100.co.uk,False
8278,limitedabode.co.uk,False
8279,limoncello.co.uk,False
8280,lincolnschoolofjewellery.co.uk,False
8281,lincolnshireembroidery.co.uk,False
8282,lincolnshirevapours.co.uk,False
8283,lincolnwoolpack.co.uk,False
8284,lincsaquatics.co.uk,False
8285,lincscakedec.co.uk,True
8286,lindawhaley.co.uk,False
8287,lindleywood.co.uk,False
8288,lindseylang.co.uk,False
8289,linenandfonts.co.uk,False
8290,linens.co.uk,True
8291,linenshed.co.uk,False
8292,linesix.co.uk,False
8293,linkfashion.co.uk,False
8294,lion-of-ace.co.uk,False
8295,lionlegion.co.uk,False
8296,lipmd.co.uk,False
8297,lippi.co.uk,False
8298,lippylady.co.uk,False
8299,liquidcool.co.uk,False
8300,liquidsolutionsdirect.co.uk,False
8301,liquiproof.co.uk,True
8302,liquoricekids.co.uk,False
8303,liquornpoker.co.uk,False
8304,liqz.co.uk,False
8305,liracosmetics.co.uk,False
8306,lisa-taylor.co.uk,True
8307,lisf-ltd.co.uk,False
8308,lisou.co.uk,True
8309,listers-schoolwear.co.uk,False
8310,little-seeds.co.uk,False
8311,littleattitude.co.uk,False
8312,littlebee.org.uk,False
8313,littlebeescorner.co.uk,False
8314,littleboxesofbrilliance.co.uk,False
8315,littlefingersntoes.co.uk,False
8316,littlegoatgruff.co.uk,False
8317,littlehelper.co.uk,True
8318,littlelab.co.uk,False
8319,littlelegsfabrics.co.uk,False
8320,littleletter.co.uk,False
8321,littleonesandco.co.uk,False
8322,littlepromises.co.uk,False
8323,littlerick.co.uk,False
8324,littletouch.co.uk,False
8325,littlewildcat.co.uk,False
8326,posterfreaks.co.uk,False
8327,posterprints.co.uk,True
8328,postroast.co.uk,False
8329,posture-corrector.co.uk,False
8330,posturefixer.co.uk,False
8331,posturerehab.co.uk,False
8332,potgang.co.uk,False
8333,potions.co.uk,True
8334,potmagic.co.uk,False
8335,potsofsweets.co.uk,False
8336,potted-history.co.uk,False
8337,potterandmooch.co.uk,False
8338,potterscookshop.co.uk,True
8339,potwells.co.uk,True
8340,pouchsealer.co.uk,False
8341,poultry-panels.co.uk,True
8342,poundfabrics.co.uk,False
8343,poundlashes.co.uk,False
8344,powermastery.co.uk,False
8345,poweroutlet.co.uk,False
8346,powerplanter.co.uk,False
8347,powerthaw.co.uk,False
8348,poybu.co.uk,False
8349,pparty.co.uk,False
8350,ppegiants.co.uk,False
8351,ppesolution.co.uk,False
8352,ppewholesale.co.uk,False
8353,ppeworksolutions.co.uk,False
8354,practicalhorsecompany.co.uk,True
8355,prahovamkonline.co.uk,False
8356,praisegathering.org.uk,False
8357,prancingpony.co.uk,False
8358,pranga.co.uk,False
8359,precious-ashes.co.uk,False
8360,preciouskidswear.co.uk,True
8361,preciousvirginhair.co.uk,True
8362,pregoshoes.co.uk,True
8363,premium-franking-supplies.co.uk,False
8364,premiummasks.co.uk,False
8365,prendas.co.uk,True
8366,presea.co.uk,True
8367,presentimes.co.uk,False
8368,preservation-supplies.co.uk,False
8369,presetsvibes.co.uk,False
8370,pressdjuice.co.uk,False
8371,pressurice.co.uk,False
8372,prestige.co.uk,False
8373,prestigecartridge.co.uk,False
8374,prettybeige.co.uk,False
8375,prettyboocandles.co.uk,False
8376,prettydollpalace.co.uk,False
8377,prettyfizzythings.co.uk,False
8378,prettylittleafghan.co.uk,False
8379,prettyprettystuff.co.uk,False
8380,prettyradical.co.uk,False
8381,prettysuds.co.uk,False
8382,prettywomanbras.co.uk,True
8383,mas-q.co.uk,False
8384,mask-hut.co.uk,False
8385,maskcoronavirus.co.uk,False
8386,massdynamicltd.co.uk,False
8387,matchimony.co.uk,False
8388,matchingdresses.co.uk,False
8389,matchperfumes.co.uk,False
8390,matchstickmonkey.co.uk,False
8391,matchymoo.co.uk,False
8392,materdesign.co.uk,False
8393,materialart.co.uk,False
8394,materialgirlonline.co.uk,False
8395,matsudai.co.uk,False
8396,mattallicsdetailing.co.uk,False
8397,matthewquinntransport.co.uk,False
8398,mattressguru.co.uk,False
8399,mattthomas.co.uk,False
8400,maudco.co.uk,False
8401,mauvais.co.uk,False
8402,mauyu.co.uk,False
8403,maverickcoffee.co.uk,False
8404,mavit.co.uk,False
8405,mawbag.co.uk,False
8406,maxandrosie.co.uk,False
8407,maxrete.co.uk,False
8408,maxtreme.co.uk,True
8409,maxwellhamilton.co.uk,True
8410,mayabrenner.co.uk,False
8411,mayamagal.co.uk,True
8412,mayamaya.co.uk,False
8413,mayasi.co.uk,False
8414,maybeblu.co.uk,False
8415,maybellinelipstick.co.uk,False
8416,maydestore.co.uk,False
8417,mayfairwhitening.co.uk,False
8418,mayou.co.uk,False
8419,maysparlour.co.uk,False
8420,mazeclothing.co.uk,True
8421,mazefashion.co.uk,True
8422,mazeys.co.uk,False
8423,mb-accessories.co.uk,False
8424,mbethamesvalley.co.uk,False
8425,mbglive.co.uk,False
8426,mbikudi.co.uk,True
8427,mbleisure.co.uk,True
8428,mbosexpress.co.uk,False
8429,mbprinting.co.uk,False
8430,mbta.co.uk,False
8431,mcalistertextiles.co.uk,True
8432,mccollsbrewery.co.uk,True
8433,mcdsafehaus.co.uk,False
8434,mcosupplies.co.uk,False
8435,mh-london.uk,False
8436,mialia.co.uk,True
8437,miamiko.co.uk,False
8438,miapparel.co.uk,True
8439,michael-oliver.co.uk,False
8440,michelie.co.uk,False
8441,michellecarter.co.uk,False
8442,michellechapmanclothing.co.uk,False
8443,michiganpropellers.co.uk,True
8444,micro-scooters.co.uk,False
8445,micro-supplies.co.uk,False
8446,microbeauty.co.uk,False
8447,microbladingemporium.co.uk,False
8448,microbladingstore.co.uk,False
8449,micromee.co.uk,False
8450,microplushdermabrasions.co.uk,False
8451,midasco.uk,False
8452,midlandsmtb.co.uk,False
8453,midlandtextiles.co.uk,False
8454,midlandwheelaccessories.co.uk,False
8455,midulster.co.uk,True
8456,midulsterdiamondcentre.co.uk,False
8457,midwestdisplays.co.uk,False
8458,midwestmoto.co.uk,False
8459,midwestmotoshop.co.uk,False
8460,mie-style.uk,False
8461,mifo.co.uk,True
8462,mifold.co.uk,False
8463,mighty-small.co.uk,False
8464,mightylancergames.co.uk,False
8465,mightymerchant.co.uk,False
8466,mightyprints.co.uk,False
8467,mightyseeds.co.uk,False
8468,mightyvaper.co.uk,False
8469,mightywillow.co.uk,False
8470,migosports.co.uk,False
8471,mihigh.co.uk,False
8472,miilady.co.uk,False
8473,mijoricreative.co.uk,False
8474,mikadoequine.co.uk,True
8475,mikatemokonzi.co.uk,False
8476,mikebravominiatures.co.uk,False
8477,mikerickwood.co.uk,False
8478,mikeshard.co.uk,False
8479,miksi.co.uk,False
8480,mildwestheroes.co.uk,True
8481,mileyandmoss.co.uk,False
8482,militarymart.co.uk,True
8483,militaryonline.co.uk,False
8484,milkandmoon.uk,False
8485,milkchildrenswear.co.uk,False
8486,milkiway.co.uk,False
8487,milkmoustacheofficial.co.uk,False
8488,milkshakennotstirred.co.uk,False
8489,milkteethclothing.co.uk,False
8490,milktopslondon.co.uk,False
8491,millandball.co.uk,False
8492,milleranddrake.co.uk,False
8493,millerandjeeves.co.uk,False
8494,millichampandhall.co.uk,False
8495,millie-stone.co.uk,False
8496,millilondon.co.uk,False
8497,millyand.co.uk,False
8498,millygrace.co.uk,False
8499,milosdentalcare.co.uk,False
8500,casaclothing.co.uk,False
8501,casacosta.co.uk,False
8502,cascarainteriors.co.uk,False
8503,casdontoys.co.uk,True
8504,casebop.co.uk,False
8505,caseenvy.co.uk,False
8506,casemonkeys.co.uk,False
